"Event_Name","Event_ID","Event_Date","Event_Tour_1","Event_Tour_2","Event_Tour_3","Scrape_Date"
"Chevron World Challenge",4644,2010-12-05,"PGA",NA,NA,2018-06-05
"Nedbank Golf Challenge",4645,2010-12-05,"sunshine_tour",NA,NA,2018-06-05
"Alfred Dunhill Championship",4646,2010-12-12,"sunshine_tour","european_tour",NA,2018-06-05
"South African Open Championship",4647,2010-12-19,"sunshine_tour","european_tour",NA,2018-06-05
"Abu Dhabi HSBC Golf Championship",4648,2011-01-23,"european_tour",NA,NA,2018-06-05
"Volvo Golf Champions",4649,2011-01-30,"european_tour",NA,NA,2018-06-05
"Commercialbank Qatar Masters presented by Dolphin Energy",4650,2011-02-06,"european_tour",NA,NA,2018-06-05
"Omega Dubai Desert Classic",4651,2011-02-13,"european_tour",NA,NA,2018-06-05
"Sicilian Open",4652,2011-03-20,"european_tour",NA,NA,2018-06-05
"Open de Andalucia de Golf",4653,2011-03-27,"european_tour",NA,NA,2018-06-05
"Trophee Hassan II",4654,2011-04-03,"european_tour",NA,NA,2018-06-05
"Open de Espana",4655,2011-05-08,"european_tour",NA,NA,2018-06-05
"Iberdrola Open",4656,2011-05-15,"european_tour",NA,NA,2018-06-05
"Volvo World Match Play Championship",4657,2011-05-22,"european_tour",NA,NA,2018-06-05
"Madeira Islands Open BPI",4658,2011-05-22,"european_challenge","european_tour",NA,2018-06-05
"BMW PGA Championship",4659,2011-05-29,"european_tour",NA,NA,2018-06-05
"The Celtic Manor Wales Open",4660,2011-06-05,"european_tour",NA,NA,2018-06-05
"BMW Italian Open",4661,2011-06-12,"european_tour",NA,NA,2018-06-05
"Saint-Omer Open presented by Neuflize Golf OBC",4662,2011-06-19,"european_challenge","european_tour",NA,2018-06-05
"BMW International Open",4663,2011-06-26,"european_tour",NA,NA,2018-06-05
"Alstom Open de France",4664,2011-07-03,"european_tour",NA,NA,2018-06-05
"The Barclays Scottish Open",4665,2011-07-10,"european_tour",NA,NA,2018-06-05
"The 140th OPEN CHAMPIONSHIP",4666,2011-07-17,"Major Combo 2",NA,NA,2018-06-05
"Nordea Scandinavian Masters",4667,2011-07-24,"european_tour",NA,NA,2018-06-05
"Irish Open presented by Discover Ireland",4668,2011-07-31,"european_tour",NA,NA,2018-06-05
"Czech Open",4669,2011-08-21,"european_tour",NA,NA,2018-06-05
"Johnnie Walker Championship at Gleneagles",4670,2011-08-28,"european_tour",NA,NA,2018-06-05
"Omega European Masters",4671,2011-09-04,"Asian Tour 2018","european_tour",NA,2018-06-05
"KLM Open",4672,2011-09-11,"european_tour",NA,NA,2018-06-05
"Austrian Golf Open",4674,2011-09-25,"european_tour",NA,NA,2018-06-05
"Alfred Dunhill Links Championship",4675,2011-10-02,"european_tour",NA,NA,2018-06-05
"Madrid Masters",4676,2011-10-09,"european_tour",NA,NA,2018-06-05
"Portugal Masters",4677,2011-10-16,"european_tour",NA,NA,2018-06-05
"Castello Masters Costa Azahar",4678,2011-10-23,"european_tour",NA,NA,2018-06-05
"Andaluciá Masters",4679,2011-10-30,"european_tour",NA,NA,2018-06-05
"Dubai World Championship",4680,2011-12-11,"european_tour",NA,NA,2018-06-05
"Avantha Masters",4681,2011-02-20,"Asian Tour 2018","european_tour",NA,2018-06-05
"SAIL Open",4682,2011-03-27,"Asian Tour 2018",NA,NA,2018-06-05
"Maybank Malaysian Open",4683,2011-04-17,"Asian Tour 2018","european_tour",NA,2018-06-05
"Indonesian Masters",4684,2011-04-24,"Asian Tour 2018",NA,NA,2018-06-05
"Ballantine's Championship",4685,2011-05-01,"Asian Tour 2018","european_tour","Korean Golf Tour 2",2018-06-05
"ICTSI Phillipine Open",4686,2011-05-15,"Asian Tour 2018",NA,NA,2018-06-05
"Worldwide Holdings Selangor Masters",4688,2011-07-24,"Asian Tour 2018",NA,NA,2018-06-05
"Yeangder Tournament Players Championship",4691,2011-10-09,"Asian Tour 2018",NA,NA,2018-06-05
"CIMB Asia Pacific Classic",4692,2011-10-30,"Asian Tour 2018","PGA",NA,2018-06-05
"Mercuries Taiwan Masters",4693,2011-11-06,"Asian Tour 2018",NA,NA,2018-06-05
"World Golf Championships - HSBC Champions",4694,2011-11-06,"WGC",NA,NA,2018-06-05
"Barclays Singapore Open",4695,2011-11-13,"Asian Tour 2018","european_tour",NA,2018-06-05
"Iskandar Johor Open",4696,2011-11-20,"Asian Tour 2018","european_tour",NA,2018-06-05
"UBS Hong Kong Open",4699,2011-12-04,"Asian Tour 2018","european_tour",NA,2018-06-05
"Thailand Golf Championship",4701,2011-12-18,"Asian Tour 2018",NA,NA,2018-06-05
"Indonesia Championship",4702,2011-03-27,"oneAsia",NA,NA,2018-06-05
"Volvo China Open",4703,2011-04-24,"european_tour","oneAsia",NA,2018-06-05
"Maekyung Open",4704,2011-05-08,"Korean Golf Tour 2","oneAsia",NA,2018-06-05
"Volvik Gunsan C.C Open",4705,2011-05-15,"Korean Golf Tour 2","oneAsia",NA,2018-06-05
"SK Telecom Open",4706,2011-05-22,"Korean Golf Tour 2","oneAsia",NA,2018-06-05
"Thailand open",4707,2011-06-12,"oneAsia",NA,NA,2018-06-05
"Indonesia Open presented by Enjoy Jakarta",4708,2011-07-17,"oneAsia",NA,NA,2018-06-05
"Kolon Korea Open",4709,2011-10-09,"Korean Golf Tour 2","oneAsia",NA,2018-06-05
"Australian Open",4712,2011-11-13,"AUS Logo2","oneAsia",NA,2018-06-05
"Australian PGA Championship",4713,2011-11-27,"AUS Logo2","oneAsia",NA,2018-06-05
"Africa Open",4715,2011-01-09,"sunshine_tour","european_tour",NA,2018-06-05
"Joburg Open",4716,2011-01-16,"sunshine_tour","european_tour",NA,2018-06-05
"Africom Zimbabwe Open",4717,2011-01-30,"sunshine_tour",NA,NA,2018-06-05
"Dimension Data pro-Am",4718,2011-02-20,"sunshine_tour",NA,NA,2018-06-05
"Telkom PGA Championship",4719,2011-02-27,"sunshine_tour",NA,NA,2018-06-05
"Hyundai Tournament of Champions",4720,2011-01-09,"PGA",NA,NA,2018-06-05
"Sony Open in Hawaii",4721,2011-01-16,"PGA",NA,NA,2018-06-05
"Bob Hope Classic",4722,2011-01-23,"PGA",NA,NA,2018-06-05
"Farmers Insurance Open",4723,2011-01-30,"PGA",NA,NA,2018-06-05
"Waste Management Phoenix Open",4724,2011-02-06,"PGA",NA,NA,2018-06-05
"AT&T Pebble Beach National Pro-Am",4725,2011-02-13,"PGA",NA,NA,2018-06-05
"Northern Trust Open",4726,2011-02-20,"PGA",NA,NA,2018-06-05
"Mayakoba Golf Classic at Riviera Maya-Cancun",4727,2011-02-27,"PGA",NA,NA,2018-06-05
"World Golf Championships - Accenture Match Play Championship",4728,2011-02-27,"WGC",NA,NA,2018-06-05
"The Honda Classic",4729,2011-03-06,"PGA",NA,NA,2018-06-05
"Puerto Rico Open presented by seepuertorico.com",4730,2011-03-13,"PGA",NA,NA,2018-06-05
"World Golf Championships - Cadillac Championship",4731,2011-03-13,"WGC",NA,NA,2018-06-05
"Transitions Championsip",4732,2011-03-20,"PGA",NA,NA,2018-06-05
"Arnold Palmer Invitational presented by MasterCard",4733,2011-03-27,"PGA",NA,NA,2018-06-05
"Shell Houston Open",4734,2011-04-03,"PGA",NA,NA,2018-06-05
"MASTERS TOURNAMENT",4735,2011-04-10,"Major Combo 2",NA,NA,2018-06-05
"Valero Texas Open",4736,2011-04-17,"PGA",NA,NA,2018-06-05
"The Heritage",4737,2011-04-24,"PGA",NA,NA,2018-06-05
"Zurich Classic of New Orleans",4738,2011-05-01,"PGA",NA,NA,2018-06-05
"Wells Fargo Championship",4739,2011-05-08,"PGA",NA,NA,2018-06-05
"The Players Championsip",4740,2011-05-15,"PGA",NA,NA,2018-06-05
"Crowne Plaza Invitational at Colonial",4741,2011-05-22,"PGA",NA,NA,2018-06-05
"HP Byron Nelson Championship",4742,2011-05-29,"PGA",NA,NA,2018-06-05
"the Memorial Tournament presented by Nationwide Insurance",4743,2011-06-05,"PGA",NA,NA,2018-06-05
"FedEx St. Jude Classic",4744,2011-06-12,"PGA",NA,NA,2018-06-05
"U.S. OPEN CHAMPIONSHIP",4745,2011-06-19,"Major Combo 2",NA,NA,2018-06-05
"Travelers Championship",4746,2011-06-26,"PGA",NA,NA,2018-06-05
"AT&T National",4747,2011-07-03,"PGA",NA,NA,2018-06-05
"John Deere Classic",4748,2011-07-10,"PGA",NA,NA,2018-06-05
"Viking Classic",4749,2011-07-17,"PGA",NA,NA,2018-06-05
"RBC Canadian Open",4750,2011-07-24,"PGA",NA,NA,2018-06-05
"The Greenbrier Classic",4751,2011-07-31,"PGA",NA,NA,2018-06-05
"Reno-Tahoe Open",4752,2011-08-07,"PGA",NA,NA,2018-06-05
"World Golf Championships - Bridgestone Invitational",4753,2011-08-07,"WGC",NA,NA,2018-06-05
"93rd PGA CHAMPIONSHIP",4754,2011-08-14,"Major Combo 2",NA,NA,2018-06-05
"Wyndham Championship",4755,2011-08-21,"PGA",NA,NA,2018-06-05
"The Barclays",4756,2011-08-28,"PGA",NA,NA,2018-06-05
"Deutsche Bank Championship",4757,2011-09-04,"PGA",NA,NA,2018-06-05
"BMW Championship",4758,2011-09-18,"PGA",NA,NA,2018-06-05
"The Tour Championship presented by Coca-Cola",4759,2011-09-25,"PGA",NA,NA,2018-06-05
"Justin Timberlake Shriners Hospitals for Children Open",4760,2011-10-02,"PGA",NA,NA,2018-06-05
"Frys.com Open",4761,2011-10-09,"PGA",NA,NA,2018-06-05
"The McGladrey Classic",4762,2011-10-16,"PGA",NA,NA,2018-06-05
"Children's Miracle Network Classic",4763,2011-10-23,"PGA",NA,NA,2018-06-05
"Token Homemate Cup",4764,2011-04-17,"JapanGolfTour",NA,NA,2018-06-05
"Tsuruya Open",4765,2011-04-24,"JapanGolfTour",NA,NA,2018-06-05
"The Crowns",4766,2011-05-01,"JapanGolfTour",NA,NA,2018-06-05
"PGA Championship Nissin Cupnoodle Cup",4767,2011-05-15,"JapanGolfTour",NA,NA,2018-06-05
"Totoumi Hamamatsu Open",4768,2011-05-22,"JapanGolfTour",NA,NA,2018-06-05
"Diamond Cup Golf",4769,2011-05-29,"JapanGolfTour",NA,NA,2018-06-05
"Japan Golf Tour Championship Citibank Cup Shishido Hills",4770,2011-06-05,"JapanGolfTour",NA,NA,2018-06-05
"Gateway to the Open Mizuno Open",4771,2011-06-26,"JapanGolfTour",NA,NA,2018-06-05
"Nagashima Shigeo Invitational Sega Sammy Cup",4772,2011-07-24,"JapanGolfTour",NA,NA,2018-06-05
"Sun Chlorella Classic",4773,2011-07-31,"JapanGolfTour",NA,NA,2018-06-05
"Kansai Open Golf Championship",4774,2011-08-21,"JapanGolfTour",NA,NA,2018-06-05
"Vana H Cup KBC Augusta",4775,2011-08-28,"JapanGolfTour",NA,NA,2018-06-05
"Fujisankei Classic",4776,2011-09-04,"JapanGolfTour",NA,NA,2018-06-05
"Toshin Golf Tournament in Lake Wood",4777,2011-09-11,"JapanGolfTour",NA,NA,2018-06-05
"ANA Open",4778,2011-09-18,"JapanGolfTour",NA,NA,2018-06-05
"Asia-Pacific Panasonic Open",4779,2011-09-25,"Asian Tour 2018","JapanGolfTour",NA,2018-06-05
"Coca-Cola Tokai Classic",4780,2011-10-02,"JapanGolfTour",NA,NA,2018-06-05
"Canon Open",4781,2011-10-09,"JapanGolfTour",NA,NA,2018-06-05
"Japan Open",4782,2011-10-16,"JapanGolfTour",NA,NA,2018-06-05
"Bridgestone Open",4783,2011-10-23,"JapanGolfTour",NA,NA,2018-06-05
"Mynavi ABC Championship",4784,2011-10-30,"JapanGolfTour",NA,NA,2018-06-05
"Dunlop Phoenix",4786,2011-11-20,"JapanGolfTour",NA,NA,2018-06-05
"Casio World Open",4787,2011-11-27,"JapanGolfTour",NA,NA,2018-06-05
"Golf Nippon Series JT Cup",4788,2011-12-04,"JapanGolfTour",NA,NA,2018-06-05
"Panama CLARO Championship",4789,2011-02-27,"webcom",NA,NA,2018-06-05
"Pacific Rubiales Bogota Open presented by Samsung",4790,2011-03-06,"webcom",NA,NA,2018-06-05
"Chitimacha Louisiana Open",4791,2011-03-27,"webcom",NA,NA,2018-06-05
"Fresh Express Classic at TPC Stonebrae",4792,2011-04-17,"webcom",NA,NA,2018-06-05
"South Georgia Classic presented by First State Bank Trust Company",4793,2011-05-01,"webcom",NA,NA,2018-06-05
"Stadion Classic at UGA",4794,2011-05-08,"webcom",NA,NA,2018-06-05
"BMW Charity Pro-Am presented by SYNNEX Corporation",4795,2011-05-22,"webcom",NA,NA,2018-06-05
"Melwood Prince George's County Open presented by Under Armour",4796,2011-06-05,"webcom",NA,NA,2018-06-05
"The Rex Hospital Open",4797,2011-06-12,"webcom",NA,NA,2018-06-05
"Preferred Health Systems Wichita Open",4798,2011-06-19,"webcom",NA,NA,2018-06-05
"Mexico Open",4799,2011-06-26,"webcom",NA,NA,2018-06-05
"Chiquita Classic",4800,2011-07-17,"webcom",NA,NA,2018-06-05
"Nationwide Children's Hospital Invitational",4801,2011-07-24,"webcom",NA,NA,2018-06-05
"Utah Championship presented by Utah Sports Commission",4802,2011-07-31,"webcom",NA,NA,2018-06-05
"Cox Classic presented by Lexus Omaha",4803,2011-08-07,"webcom",NA,NA,2018-06-05
"Price Cutter Charity Championship prsented by Dr Pepper",4804,2011-08-14,"webcom",NA,NA,2018-06-05
"Midwest Classic",4805,2011-08-21,"webcom",NA,NA,2018-06-05
"Knoxville News Sentinel Open",4806,2011-08-28,"webcom",NA,NA,2018-06-05
"Mylan Classic presented CONSOL Energy",4807,2011-09-04,"webcom",NA,NA,2018-06-05
"Albertson's Boise Open presented by Kraft",4808,2011-09-18,"webcom",NA,NA,2018-06-05
"Soboba Golf Classic",4809,2011-09-25,"webcom",NA,NA,2018-06-05
"WNB Golf Classic",4810,2011-10-02,"webcom",NA,NA,2018-06-05
"Children's Hospital Classic",4811,2011-10-09,"webcom",NA,NA,2018-06-05
"Miccosukee Championship",4812,2011-10-16,"webcom",NA,NA,2018-06-05
"Winn-Dixie Jacksonville Open presented by Planters",4813,2011-10-23,"webcom",NA,NA,2018-06-05
"Nationwide Tour Championship at Daniel Island",4814,2011-10-30,"webcom",NA,NA,2018-06-05
"The Gujarat Kensville Challenge",4815,2011-01-16,"european_challenge",NA,NA,2018-06-05
"85 Abierto de Chile Copa BCI",4817,2011-03-06,"pga_latinoamerica",NA,NA,2018-06-05
"Abierto International Copa Antioquia",4818,2011-03-13,"european_challenge",NA,NA,2018-06-05
"MTC Namibia PGA Championship",4819,2011-03-20,"sunshine_tour",NA,NA,2018-06-05
"Pacific Colombia Tour Barranquilla Presented by Helm",4820,2011-03-20,"CAN3","pga_latinoamerica",NA,2018-06-05
"Pacific Colombia Tour Championship Presented by Helm",4821,2011-03-27,"CAN3","pga_latinoamerica",NA,2018-06-05
"Barclays Kenya Open",4822,2011-04-03,"european_challenge",NA,NA,2018-06-05
"Twayair Open",4823,2011-04-03,"Korean Golf Tour 2",NA,NA,2018-06-05
"Panasonic Open (India)",4824,2011-04-10,"Asian Tour 2018",NA,NA,2018-06-05
"80 Abierto Osde Del Centro",4825,2011-04-24,"pga_latinoamerica",NA,NA,2018-06-05
"Challenge de France",4826,2011-05-08,"european_challenge",NA,NA,2018-06-05
"Investec Royal Swazi Open ",4827,2011-05-08,"sunshine_tour",NA,NA,2018-06-05
"Mexican PGA Championship",4828,2011-05-08,"CAN3",NA,NA,2018-06-05
"Mugello Tuscany Open",4829,2011-05-15,"european_challenge",NA,NA,2018-06-05
"LakeHills Open",4830,2011-05-29,"Korean Golf Tour 2",NA,NA,2018-06-05
"Toyota Peru Open",4831,2011-05-29,"pga_latinoamerica",NA,NA,2018-06-05
"Telenet Trophy",4832,2011-05-22,"european_challenge",NA,NA,2018-06-05
"Telenet Trophy",4833,2011-05-29,"european_challenge",NA,NA,2018-06-05
"Kärnten Golf Open presented by Mazda",4834,2011-06-05,"european_challenge",NA,NA,2018-06-05
"Times Colonist Open",4835,2011-06-05,"CAN3",NA,NA,2018-06-05
"Nanshan China Masters",4836,2011-06-05,"oneAsia",NA,NA,2018-06-05
"Subaru Classic",4837,2011-06-05,"Korean Golf Tour 2",NA,NA,2018-06-05
"ALLIANZ Open Cotes d'Armor - Bretagne",4838,2011-06-12,"european_challenge",NA,NA,2018-06-05
"The Western Championship ",4839,2011-06-12,"CAN3",NA,NA,2018-06-05
"Queen's Cup",4840,2011-06-19,"Asian Tour 2018",NA,NA,2018-06-05
"Scottish Hydro Challenge",4841,2011-06-26,"european_challenge",NA,NA,2018-06-05
"Syncrude Boreal Open",4842,2011-06-26,"CAN3",NA,NA,2018-06-05
"Dongbu Promi Open",4843,2011-06-26,"Korean Golf Tour 2",NA,NA,2018-06-05
"The Princess by Schüco",4844,2011-07-03,"european_challenge",NA,NA,2018-06-05
"ATB Financial Classic",4845,2011-07-03,"CAN3",NA,NA,2018-06-05
"Acaya Open",4847,2011-07-10,"european_challenge",NA,NA,2018-06-05
"Dakota Dunes Casino Open",4849,2011-07-10,"CAN3",NA,NA,2018-06-05
"53 Abierto de Golf Ciudad de Bucaramanga",4850,2011-07-10,"pga_latinoamerica",NA,NA,2018-06-05
"Credit Suisse Challenge",4851,2011-07-17,"european_challenge",NA,NA,2018-06-05
"Canadian Tour Players Cup",4853,2011-07-17,"CAN3",NA,NA,2018-06-05
"51 Abierto Internacional de Golf Copa Sura",4854,2011-07-17,"pga_latinoamerica",NA,NA,2018-06-05
"English Challenge",4855,2011-07-24,"european_challenge",NA,NA,2018-06-05
"Johnnie Walker Open",4856,2011-08-07,"Korean Golf Tour 2",NA,NA,2018-06-05
"Norwegen Challenge",4857,2011-08-14,"european_challenge",NA,NA,2018-06-05
"Thailand Open",4858,2011-08-14,"oneAsia",NA,NA,2018-06-05
"ECCO Tour Championship",4859,2011-08-21,"european_challenge",NA,NA,2018-06-05
"Seaforth Country Classic ",4860,2011-08-21,"CAN3",NA,NA,2018-06-05
"Rolex Trophy",4861,2011-08-28,"european_challenge",NA,NA,2018-06-05
"Daishin Securities KPGA Championship",4862,2011-08-28,"Korean Golf Tour 2",NA,NA,2018-06-05
"Canadian Tour Championship",4864,2011-08-28,"CAN3",NA,NA,2018-06-05
"Kazakhstan Open",4865,2011-09-11,"european_challenge",NA,NA,2018-06-05
"ISPS Handa Singapore Classic ",4866,2011-09-11,"Asian Tour 2018",NA,NA,2018-06-05
"M2M Russian Challenge Cup",4867,2011-09-18,"european_challenge",NA,NA,2018-06-05
"Macau Open presented by Cityneon",4868,2011-09-18,"Asian Tour 2018",NA,NA,2018-06-05
"ALLIANZ Golf Open Grand Toulouse",4869,2011-09-25,"european_challenge",NA,NA,2018-06-05
"Munsingwear Championship",4870,2011-09-25,"Korean Golf Tour 2",NA,NA,2018-06-05
"The 27th Shinhan Donghae Open ",4871,2011-10-02,"Korean Golf Tour 2",NA,NA,2018-06-05
"Fred Olsen Challenge de España",4872,2011-10-02,"european_challenge",NA,NA,2018-06-05
"ALLIANZ Golf Open de Lyon",4873,2011-10-09,"european_challenge",NA,NA,2018-06-05
"58 Aberto do Brasil",4874,2011-10-09,"pga_latinoamerica",NA,NA,2018-06-05
"Roma Golf Open",4875,2011-10-16,"european_challenge",NA,NA,2018-06-05
"Hero Indian Open ",4876,2011-10-16,"Asian Tour 2018",NA,NA,2018-06-05
"VI Abierto Internacional de Golf Hacienda Chicureo Copa Claro by Sony Ericsson",4877,2011-10-16,"pga_latinoamerica",NA,NA,2018-06-05
"Zambia Open",4878,2011-10-16,"sunshine_tour",NA,NA,2018-06-05
"The 6th Meritz Solmoro Open",4879,2011-10-16,"Korean Golf Tour 2",NA,NA,2018-06-05
"CJ Invitational hosted by KJ Choi",4880,2011-10-23,"Asian Tour 2018","Korean Golf Tour 2",NA,2018-06-05
"NH Open",4881,2011-10-30,"Korean Golf Tour 2",NA,NA,2018-06-05
"Abierto del Nordeste",4882,2011-10-30,"pga_latinoamerica",NA,NA,2018-06-05
"Nashua Masters",4883,2011-11-06,"sunshine_tour",NA,NA,2018-06-05
"Apulia San Domenico Grand Final",4884,2011-11-06,"european_challenge",NA,NA,2018-06-05
"Desert Dunes Classic ",4885,2011-11-06,"CAN3",NA,NA,2018-06-05
"Carlos Franco Invitational",4886,2011-11-06,"pga_latinoamerica",NA,NA,2018-06-05
"Mitsui Sumitomo VISA Taiheiyo Masters",4887,2011-11-13,"JapanGolfTour",NA,NA,2018-06-05
"Alfred Dunhill Championship",4888,2011-11-20,"sunshine_tour","european_tour",NA,2018-06-05
"Roberto De Vicenzo Classic",4889,2011-11-20,"pga_latinoamerica",NA,NA,2018-06-05
"SA Open Championship",4890,2011-11-27,"sunshine_tour","european_tour",NA,2018-06-05
"Chevron World Challenge",4891,2011-12-04,"PGA",NA,NA,2018-06-05
"Nedbank Golf Challenge",4892,2011-12-04,"sunshine_tour",NA,NA,2018-06-05
"BMW New Zealand Open",4893,2011-12-04,"AUS Logo2",NA,NA,2018-06-05
"Torneo de Maestros 2011 Copa Personal",4894,2011-12-04,"pga_latinoamerica",NA,NA,2018-06-05
"106 VISA OPEN de Argentina presentado por Peugeot",4895,2011-12-11,"pga_latinoamerica",NA,NA,2018-06-05
"JBWere Masters",4896,2011-12-18,"AUS Logo2",NA,NA,2018-06-05
"52 Abierto Sport Frances Copa Nissan",4897,2011-12-18,"pga_latinoamerica",NA,NA,2018-06-05
"Africa Open",4898,2012-01-08,"sunshine_tour","european_tour",NA,2018-06-05
"Victorian Open",4899,2012-01-08,"AUS Logo2",NA,NA,2018-06-05
"Hyundai Tournament of Champions",4900,2012-01-08,"PGA",NA,NA,2018-06-05
"Sony Open in Hawaii",4901,2012-01-15,"PGA",NA,NA,2018-06-05
"Joburg Open",4902,2012-01-15,"sunshine_tour","european_tour",NA,2018-06-05
"Volvo Golf Champions",4903,2012-01-22,"european_tour",NA,NA,2018-06-05
"Humana Challenge",4904,2012-01-22,"PGA",NA,NA,2018-06-05
"Abu Dhabi HSBC Championship",4905,2012-01-29,"european_tour",NA,NA,2018-06-05
"Farmers Insurance Open",4906,2012-01-29,"PGA",NA,NA,2018-06-05
"The Gujarat Kensville Challenge",4907,2012-01-29,"european_challenge",NA,NA,2018-06-05
"Commercialbank Qatar Masters presented by Dolphin Energy",4908,2012-02-05,"european_tour",NA,NA,2018-06-05
"Waste Management Phoenix Open",4909,2012-02-05,"PGA",NA,NA,2018-06-05
"Zaykabar Myanmar Open Presented by Air Bagan",4910,2012-02-05,"Asian Tour 2018",NA,NA,2018-06-05
"AT&T Pebble Beach Pro-Am",4911,2012-02-12,"PGA",NA,NA,2018-06-05
"Omega Dubai Desert Classic",4912,2012-02-12,"european_tour",NA,NA,2018-06-05
"ICTSI Philippine Open",4914,2012-02-12,"Asian Tour 2018",NA,NA,2018-06-05
"Northern Trust Open",4915,2012-02-19,"PGA",NA,NA,2018-06-05
"Avantha Masters",4916,2012-02-19,"Asian Tour 2018","european_tour",NA,2018-06-05
"Dimension Data Pro-Am",4917,2012-02-19,"sunshine_tour",NA,NA,2018-06-05
"Adroit Insurance Group Victorian PGA Championship",4918,2012-02-19,"AUS Logo2",NA,NA,2018-06-05
"WGC - Accenture Match Play Championship",4919,2012-02-26,"WGC",NA,NA,2018-06-05
"SAIL-SBI Open ",4920,2012-02-26,"Asian Tour 2018",NA,NA,2018-06-05
"Coca-Cola QLD PGA Championship",4921,2012-02-26,"AUS Logo2",NA,NA,2018-06-05
"Telkom PGA Championship",4922,2012-02-26,"sunshine_tour",NA,NA,2018-06-05
"Mayakoba Golf Classic",4923,2012-02-26,"PGA",NA,NA,2018-06-05
"Pacific Rubiales Colombia Championship",4924,2012-02-19,"webcom",NA,NA,2018-06-05
"Panama Claro Championship",4925,2012-03-04,"webcom",NA,NA,2018-06-05
"Honda Classic",4926,2012-03-04,"PGA",NA,NA,2018-06-05
"WGC - Cadillac Championship",4927,2012-03-11,"WGC",NA,NA,2018-06-05
"Puerto Rico Open",4928,2012-03-11,"PGA",NA,NA,2018-06-05
"Chile Classic",4929,2012-03-11,"webcom",NA,NA,2018-06-05
"Pacific Rubiales Colombia Classic",4930,2012-03-11,"european_challenge",NA,NA,2018-06-05
"Transitions Championship",4931,2012-03-18,"PGA",NA,NA,2018-06-05
"Open de Andalucía Costa del Sol",4932,2012-03-18,"european_tour",NA,NA,2018-06-05
"HANDA FALDO Cambodian Classic",4933,2012-03-18,"Asian Tour 2018",NA,NA,2018-06-05
"Abierto Internacional Club de Golf Los Lirios - Rancagua",4934,2012-03-18,"pga_latinoamerica",NA,NA,2018-06-05
"Trophée Hassan II",4935,2012-03-25,"european_tour",NA,NA,2018-06-05
"Arnold Palmer Invitational presented by MasterCard",4936,2012-03-25,"PGA",NA,NA,2018-06-05
"Platinum Classic",4937,2012-03-25,"sunshine_tour",NA,NA,2018-06-05
"Chitimacha Louisiana Open",4938,2012-03-25,"webcom",NA,NA,2018-06-05
"Enjoy Jakarta Indonesia Open",4939,2012-03-25,"oneAsia",NA,NA,2018-06-05
"International Open La Vitalicia",4940,2012-03-25,"pga_latinoamerica",NA,NA,2018-06-05
"Shell Houston Open",4941,2012-04-01,"PGA",NA,NA,2018-06-05
"Sicilian Open",4942,2012-04-01,"european_tour",NA,NA,2018-06-05
"Panasonic Open India",4943,2012-04-01,"Asian Tour 2018",NA,NA,2018-06-05
"Barclay's Kenya Open",4944,2012-04-01,"european_challenge",NA,NA,2018-06-05
" NZ PGA Pro-Am Championship",4945,2012-04-01,"AUS Logo2",NA,NA,2018-06-05
"MASTERS TOURNAMENT",4946,2012-04-08,"Major Combo 2",NA,NA,2018-06-05
"Soboba Golf Classic",4947,2012-04-08,"webcom",NA,NA,2018-06-05
"ISPS Handa Singapore Classic",4948,2012-04-08,"Asian Tour 2018",NA,NA,2018-06-05
"RBC Heritage",4949,2012-04-15,"PGA",NA,NA,2018-06-05
"TPC Stonebrae Championship",4950,2012-04-15,"webcom",NA,NA,2018-06-05
"Maybank Malaysian Open",4951,2012-04-15,"Asian Tour 2018","european_tour",NA,2018-06-05
"Token Homemate Cup",4952,2012-04-15,"JapanGolfTour",NA,NA,2018-06-05
"81 Abierto OSDE del Centro",4953,2012-04-15,"pga_latinoamerica",NA,NA,2018-06-05
"Volvo China Open",4954,2012-04-22,"european_tour","oneAsia",NA,2018-06-05
"Valero Texas Open",4955,2012-04-22,"PGA",NA,NA,2018-06-05
"Golden Pilsener Zimbabwe Open",4956,2012-04-22,"sunshine_tour",NA,NA,2018-06-05
"CIMB Niaga Indonesian Masters",4957,2012-04-22,"Asian Tour 2018",NA,NA,2018-06-05
"Tsuruya Open",4958,2012-04-22,"JapanGolfTour",NA,NA,2018-06-05
"Zurich Classic of New Orleans",4959,2012-04-29,"PGA",NA,NA,2018-06-05
"South Georgia Classic Presented by First State Bank and Trust Company",4960,2012-04-29,"webcom",NA,NA,2018-06-05
"Ballantine's Championship",4961,2012-04-29,"Asian Tour 2018","european_tour","Korean Golf Tour 2",2018-06-05
"The Crowns",4962,2012-04-29,"JapanGolfTour",NA,NA,2018-06-05
"Wells Fargo Championship",4963,2012-05-06,"PGA",NA,NA,2018-06-05
"Stadion Classic at UGA",4964,2012-05-06,"webcom",NA,NA,2018-06-05
"Reale Seguros Open de España",4965,2012-05-06,"european_tour",NA,NA,2018-06-05
"Investec Royal Swazi Open",4966,2012-05-06,"sunshine_tour",NA,NA,2018-06-05
"THE PLAYERS Championship",4967,2012-05-13,"PGA",NA,NA,2018-06-05
"Madeira Islands Open - Portugal",4968,2012-05-13,"european_challenge","european_tour",NA,2018-06-05
"ALLIANZ Open Côtes d’Armor Bretagne",4969,2012-05-13,"european_challenge",NA,NA,2018-06-05
