"Event_ID","Status_Scrape","Scrape_Date","Event_Name","Event_Date"
4129,"Tournament Results Collected",2018-06-05,"The Championship by Lexus",2008-11-09
4130,"Tournament ID Not Valid",2018-06-05,NA,NA
4131,"Tournament Results Collected",2018-06-05,"Mitsui Sumitomo VISA Taiheiyo Masters",2008-11-16
4132,"Tournament Results Collected",2018-06-05,"Dunlop Phoenix Tournament",2008-11-23
4133,"Tournament Results Collected",2018-06-05,"UBS Hong Kong Open",2008-11-23
4134,"Tournament Results Collected",2018-06-05,"Casio World Open",2008-11-30
4135,"Tournament Results Collected",2018-06-05,"Golf Nippon Series JT Cup ",2008-12-07
4136,"Tournament Results Collected",2018-06-05,"Hana Bank Vietnam Masters",2008-12-07
4137,"Tournament ID Not Valid",2018-06-05,NA,NA
4138,"Tournament Results Collected",2018-06-05,"The Alfred Dunhill Championship",2008-12-14
4139,"Tournament ID Not Valid",2018-06-05,NA,NA
4140,"Tournament Results Collected",2018-06-05,"South African Open Championship",2008-12-21
4141,"Tournament Results Collected",2018-06-05,"Spring International Pres. by Foster Farms Dairy",2008-04-13
4142,"Tournament Results Collected",2018-06-05,"Stockton Sports Commission Classic Pres. By City of Stockton",2008-04-20
4143,"Tournament Results Collected",2018-06-05,"Iberostar Riviera Maya Open",2008-05-18
4144,"Tournament Results Collected",2018-06-05,"Piemonte Open",2008-05-18
4145,"Tournament Results Collected",2018-06-05,"La Loma San Luis Potosi Open",2008-05-25
4146,"Tournament Results Collected",2018-06-05,"Singha Thailand PGA Championship ",2008-06-29
4147,"Tournament Results Collected",2018-06-05,"Inteco Russian Open",2008-07-27
4148,"Tournament Results Collected",2018-06-05,"Worldwide Selangor Masters ",2008-08-10
4149,"Tournament Results Collected",2018-06-05,"Sport Frances Open",2008-11-30
4150,"Tournament Results Collected",2018-06-05,"Argentina Masters",2008-12-07
4151,"Tournament Results Collected",2018-06-05,"Costa Rica Classic",2008-12-14
4152,"Tournament Results Collected",2018-06-05,"HSBC Champions",2008-11-09
4153,"Tournament ID Not Valid",2018-06-05,NA,NA
4154,"Tournament Results Collected",2018-06-05,"Sportsbet Australian Masters",2008-11-30
4155,"Tournament ID Not Valid",2018-06-05,NA,NA
4156,"Tournament Results Collected",2018-06-05,"Joburg Open",2009-01-11
4157,"Tournament Results Collected",2018-06-05,"The Abu Dhabi Golf Championship",2009-01-18
4158,"Tournament Results Collected",2018-06-05,"Commercial Bank Qatar Masters",2009-01-25
4159,"Tournament Results Collected",2018-06-05,"Dubai Desert Classic",2009-02-01
4160,"Tournament ID Not Valid",2018-06-05,NA,NA
4161,"Tournament Results Collected",2018-06-05,"Maybank Malaysian Open",2009-02-15
4162,"Tournament Results Collected",2018-06-05,"Johnnie Walker Classic",2009-02-22
4163,"No Tournament Scores Available",2018-06-05,"WGC - Accenture Match Play",2009-03-01
4164,"Tournament Results Collected",2018-06-05,"Barclays Singapore Open",2008-11-16
4165,"Tournament Results Collected",2018-06-05,"Nedbank Golf Challenge",2008-12-07
4166,"Tournament Results Collected",2018-06-05,"The Dutch Futures",2008-09-28
4167,"Tournament Results Collected",2018-06-05,"Cadbury Schweppes Australian PGA Championship",2008-12-07
4168,"Tournament Results Collected",2018-06-05,"Australian Open",2008-12-14
4169,"Tournament Results Collected",2018-06-05,"MTC Nambia PGA Championship",2008-11-09
4170,"Tournament Results Collected",2018-06-05,"Mercedes-Benz Championship",2009-01-11
4171,"Tournament Results Collected",2018-06-05,"Enjoy Jakarta Indonesia Open",2009-03-01
4172,"Tournament Results Collected",2018-06-05,"WGC-CA Championship",2009-03-15
4173,"Tournament Results Collected",2018-06-05,"Madeira Islands Open BPI - Portugal",2009-03-22
4174,"Tournament Results Collected",2018-06-05,"Open de Andalucia de Golf 09",2009-03-29
4175,"Tournament Results Collected",2018-06-05,"Estoril Open de Portugal",2009-04-05
4176,"Tournament Results Collected",2018-06-05,"Volvo China Open",2009-04-19
4177,"Tournament Results Collected",2018-06-05,"Ballantine's Championship",2009-04-26
4178,"Tournament Results Collected",2018-06-05,"Open de Espana",2009-05-03
4179,"Tournament Results Collected",2018-06-05,"Italian Open",2009-05-10
4180,"Tournament Results Collected",2018-06-05,"The 3 Irish Open",2009-05-17
4181,"Tournament Results Collected",2018-06-05,"BMW PGA Championship",2009-05-24
4182,"Tournament Results Collected",2018-06-05,"The European Open",2009-05-31
4183,"Tournament Results Collected",2018-06-05,"The Celtic Manor Wales Open",2009-06-07
4184,"Tournament Results Collected",2018-06-05,"Austrian Golf Open",2009-09-20
4185,"Tournament Results Collected",2018-06-05,"SAINT-OMER OPEN presented by Neuflize OBC",2009-06-21
4186,"Tournament Results Collected",2018-06-05,"BMW International Open",2009-06-28
4187,"Tournament Results Collected",2018-06-05,"Open de France ALSTOM",2009-07-05
4188,"Tournament Results Collected",2018-06-05,"The Barclays Scottish Open",2009-07-12
4189,"Tournament Results Collected",2018-06-05,"THE 138th OPEN CHAMPIONSHIP",2009-07-19
4190,"Tournament Results Collected",2018-06-05,"SAS Masters",2009-07-26
4191,"Tournament Results Collected",2018-06-05,"Moravia Silesia Open presented by ALO Diamonds",2009-08-02
4192,"Tournament Results Collected",2018-06-05,"WGC - Bridgestone Invitational",2009-08-09
4193,"Tournament ID Not Valid",2018-06-05,NA,NA
4194,"Tournament Results Collected",2018-06-05,"The KLM Open",2009-08-23
4195,"Tournament Results Collected",2018-06-05,"Johnnie Walker Championships at Gleneagles",2009-08-30
4196,"Tournament Results Collected",2018-06-05,"Omega European Masters",2009-09-06
4197,"Tournament Results Collected",2018-06-05,"Mercedes-Benz Championship",2009-09-13
4198,"Tournament ID Not Valid",2018-06-05,NA,NA
4199,"Tournament ID Not Valid",2018-06-05,NA,NA
4200,"Tournament ID Not Valid",2018-06-05,NA,NA
4201,"Tournament Results Collected",2018-06-05,"Alfred Dunhill Links Championship",2009-10-04
4202,"Tournament Results Collected",2018-06-05,"Madrid Masters",2009-10-11
4203,"Tournament Results Collected",2018-06-05,"Portugal Masters",2009-10-18
4204,"Tournament Results Collected",2018-06-05,"CASTELLÓ MASTERS Costa Azahar",2009-10-25
4205,"Tournament ID Not Valid",2018-06-05,NA,NA
4206,"Tournament Results Collected",2018-06-05,"WGC-HSBC Champions",2009-11-08
4207,"Tournament Results Collected",2018-06-05,"UBS Hong Kong Open",2009-11-15
4208,"Tournament Results Collected",2018-06-05,"DUBAI WORLD CHAMPIONSHIP",2009-11-22
4209,"Tournament Results Collected",2018-06-05,"Sony Open in Hawaii",2009-01-18
4210,"Tournament Results Collected",2018-06-05,"The 50th Bob Hope Classic hosted by Arnold Palmer",2009-01-25
4211,"Tournament Results Collected",2018-06-05,"FBR Open",2009-02-01
4212,"Tournament Results Collected",2018-06-05,"Buick Invitational",2009-02-08
4213,"Tournament Results Collected",2018-06-05,"AT&T Pebble Beach National Pro-Am",2009-02-15
4214,"Tournament Results Collected",2018-06-05,"Northern Trust Open",2009-02-22
4215,"Tournament Results Collected",2018-06-05,"Mayakoba Golf Classic at Riviera Maya-Cancun",2009-03-01
4216,"Tournament Results Collected",2018-06-05,"The Honda Classic",2009-03-08
4217,"Tournament Results Collected",2018-06-05,"Puerto Rico Open presented by Banco Popular",2009-03-15
4218,"Tournament Results Collected",2018-06-05,"Transitions Championship",2009-03-22
4219,"Tournament Results Collected",2018-06-05,"Arnold Palmer Invitational presented by MasterCard",2009-03-29
4220,"Tournament Results Collected",2018-06-05,"Shell Houston Open",2009-04-05
4221,"Tournament Results Collected",2018-06-05,"MASTERS TOURNAMENT",2009-04-12
4222,"Tournament Results Collected",2018-06-05,"Verizon Heritage",2009-04-19
4223,"Tournament Results Collected",2018-06-05,"Zurich Classic of New Orleans",2009-04-26
4224,"Tournament Results Collected",2018-06-05,"Quail Hollow Championship",2009-05-03
4225,"Tournament Results Collected",2018-06-05,"THE PLAYERS Championship",2009-05-10
4226,"Tournament Results Collected",2018-06-05,"Valero Texas Open",2009-05-17
4227,"Tournament Results Collected",2018-06-05,"HP Byron Nelson Championship",2009-05-24
4228,"Tournament Results Collected",2018-06-05,"Crowne Plaza Invitational at Colonial",2009-05-31
4229,"Tournament Results Collected",2018-06-05,"the Memorial Tournament presented by Morgan Stanley",2009-06-07
4230,"Tournament Results Collected",2018-06-05,"St. Jude Classic Presented by FedEx",2009-06-14
4231,"Tournament Results Collected",2018-06-05,"U.S. OPEN CHAMPIONSHIP",2009-06-21
4232,"Tournament Results Collected",2018-06-05,"Travelers Championship",2009-06-28
4233,"Tournament Results Collected",2018-06-05,"AT&T National",2009-07-05
4234,"Tournament Results Collected",2018-06-05,"John Deere Classic",2009-07-12
4235,"Tournament Results Collected",2018-06-05,"U.S. Bank Championship in Milwaukee",2009-07-19
4236,"Tournament Results Collected",2018-06-05,"RBC Canadian Open",2009-07-26
4237,"Tournament Results Collected",2018-06-05,"Buick Open",2009-08-02
4238,"Tournament Results Collected",2018-06-05,"Legends Reno-Tahoe Open",2009-08-09
4239,"Tournament Results Collected",2018-06-05,"91st PGA Championship",2009-08-16
4240,"Tournament Results Collected",2018-06-05,"Wyndham Championship",2009-08-23
4241,"Tournament Results Collected",2018-06-05,"The Barclays",2009-08-30
4242,"Tournament Results Collected",2018-06-05,"Deutsche Bank Championship",2009-09-06
4243,"Tournament Results Collected",2018-06-05,"BMW Championship",2009-09-13
4244,"Tournament Results Collected",2018-06-05,"THE TOUR Championship presented by Coca-Cola",2009-09-27
4245,"Tournament Results Collected",2018-06-05,"Turning Stone Resort Championship",2009-10-04
4246,"Tournament Results Collected",2018-06-05,"Justin Timberlake Shriners Hospitals for Children Open",2009-10-18
4247,"Tournament Results Collected",2018-06-05,"Frys.com Open",2009-10-25
4248,"Tournament ID Not Valid",2018-06-05,NA,NA
4249,"Tournament Results Collected",2018-06-05,"Children's Miracle Network Classic",2009-11-15
4250,"Tournament Results Collected",2018-06-05,"Africa Open",2009-01-18
4251,"Tournament Results Collected",2018-06-05,"Dimension Data Pro-Am",2009-01-25
4252,"Tournament Results Collected",2018-06-05,"Nashua Masters",2009-02-01
4253,"Tournament Results Collected",2018-06-05,"Vodacom Championship",2009-02-15
4254,"Tournament Results Collected",2018-06-05,"Telkom PGA Championship",2009-02-22
4255,"Tournament Results Collected",2018-06-05,"Panama Championship",2009-02-08
4256,"Tournament Results Collected",2018-06-05,"Moonah Classic",2009-03-01
4257,"Tournament Results Collected",2018-06-05,"HSBC New Zealand PGA Championship Pres'd by Christchurch",2009-03-08
4258,"Tournament Results Collected",2018-06-05,"Michael Hill New Zealand Open",2009-03-15
4259,"Tournament Results Collected",2018-06-05,"Chitimacha Louisiana Open Pres'd by Dynamic Industries",2009-03-29
4260,"Tournament Results Collected",2018-06-05,"Stonebrae Classic",2009-04-05
4261,"Tournament Results Collected",2018-06-05,"Athens Regional Foundation Classic",2009-04-19
4262,"Tournament Results Collected",2018-06-05,"South Georgia Classic Pres'd by First State Bank and Trust Company",2009-04-26
4263,"Tournament Results Collected",2018-06-05,"BMW Charity Pro-Am",2009-05-17
4264,"Tournament ID Not Valid",2018-06-05,NA,NA
4265,"Tournament Results Collected",2018-06-05,"The Rex Hospital Open",2009-05-31
4266,"Tournament Results Collected",2018-06-05,"Melwood Prince George's County Open",2009-06-07
4267,"Tournament Results Collected",2018-06-05,"Knoxville Open Presented by Food City",2009-06-14
4268,"Tournament Results Collected",2018-06-05,"Fort Smith Classic Presented by Stephens Inc.",2009-06-21
4269,"Tournament Results Collected",2018-06-05,"Nationwide Tour Players Cup",2009-06-28
4270,"Tournament Results Collected",2018-06-05,"Ford Wayne Gretzky Classic Presented by Samsung",2009-07-12
4271,"Tournament Results Collected",2018-06-05,"Cox Classic presented by Lexus of Omaha",2009-07-26
4272,"Tournament Results Collected",2018-06-05,"Nationwide Children's Hospital Invitational",2009-08-02
4273,"Tournament Results Collected",2018-06-05,"Preferred Health Systems Wichita Open",2009-08-09
4274,"Tournament Results Collected",2018-06-05,"Price Cutter Charity Championship Presented by Dr Pepper",2009-08-16
4275,"Tournament Results Collected",2018-06-05,"Christmas In October",2009-08-23
4276,"Tournament Results Collected",2018-06-05,"Northeast Pennsylvania Classic",2009-08-30
4277,"Tournament Results Collected",2018-06-05,"Utah Championship Presented by Utah Sports Commission",2009-09-13
4278,"Tournament Results Collected",2018-06-05,"Albertsons Boise Open Pres'd by Kraft",2009-09-20
4279,"Tournament Results Collected",2018-06-05,"WNB Golf Classic",2009-09-27
4280,"Tournament Results Collected",2018-06-05,"Soboba Classic",2009-10-04
4281,"Tournament Results Collected",2018-06-05,"Chattanooga Classic presented by Black Creek",2009-10-11
4282,"Tournament Results Collected",2018-06-05,"Miccosukee Championship",2009-10-18
4283,"Tournament Results Collected",2018-06-05,"Nationwide Tour Championship at Daniel Island",2009-10-25
4284,"Tournament ID Not Valid",2018-06-05,NA,NA
4285,"Tournament Results Collected",2018-06-05,"Club Colombia Masters",2009-03-22
4286,"Tournament Results Collected",2018-06-05,"Tusker Kenya Open",2009-04-19
4287,"Tournament Results Collected",2018-06-05,"Banque Populaire Moroccan Classic ",2009-05-03
4288,"Tournament Results Collected",2018-06-05,"ALLIANZ Open Cotes d'Armor Bretagne",2009-05-17
4289,"Tournament Results Collected",2018-06-05,"Piemonte Open",2009-05-24
4290,"Tournament Results Collected",2018-06-05,"Telenet Trophy",2009-05-31
4291,"Tournament Results Collected",2018-06-05,"Kärnten Golf Open presented by Markus Brier Foundation",2009-06-07
4292,"Tournament Results Collected",2018-06-05,"Challenge of Ireland presented by Moyvalley",2009-06-14
4293,"Tournament Results Collected",2018-06-05,"The Princess",2009-06-28
4294,"Tournament Results Collected",2018-06-05,"Credit Suisse Challenge ",2009-07-05
4295,"Tournament Results Collected",2018-06-05,"ALLIANZ EurOpen de Lyon",2009-07-12
4296,"Tournament ID Not Valid",2018-06-05,NA,NA
4297,"Tournament Results Collected",2018-06-05,"SWALEC Wales Challenge ",2009-07-26
4298,"Tournament Results Collected",2018-06-05,"Scottish Hydro Challenge",2009-08-02
4299,"Tournament Results Collected",2018-06-05,"SK Golf Challenge ",2009-08-09
4300,"Tournament Results Collected",2018-06-05,"Trophée du Golf de Genéve ",2009-08-16
4301,"Tournament ID Not Valid",2018-06-05,NA,NA
4302,"Tournament Results Collected",2018-06-05,"DHL Wroclaw Open ",2009-08-30
4303,"Tournament Results Collected",2018-06-05,"Fred Olsen Challenge de España",2009-09-06
4304,"Tournament Results Collected",2018-06-05,"Dutch Futures",2009-09-13
4305,"Tournament Results Collected",2018-06-05,"Kazakhstan Open",2009-09-20
4306,"Tournament ID Not Valid",2018-06-05,NA,NA
4307,"Tournament Results Collected",2018-06-05,"ECCO Tour Championship",2009-10-04
4308,"Tournament Results Collected",2018-06-05,"ALLIANZ Open de Toulouse",2009-10-11
4309,"Tournament ID Not Valid",2018-06-05,NA,NA
4310,"Tournament Results Collected",2018-06-05,"Italian Federation Cup",2009-10-25
4311,"Tournament Results Collected",2018-06-05,"Apulia San Domenico Grand Final",2009-11-01
4312,"Tournament Results Collected",2018-06-05,"Asian Tour International",2009-02-08
4313,"Tournament Results Collected",2018-06-05,"SAIL Open",2009-03-22
4314,"Tournament Results Collected",2018-06-05,"Black Mountain Masters",2009-03-29
4315,"Tournament ID Not Valid",2018-06-05,NA,NA
4316,"Tournament ID Not Valid",2018-06-05,NA,NA
4317,"Tournament Results Collected",2018-06-05,"GS Caltex Maekyung Open",2009-05-17
4318,"Tournament ID Not Valid",2018-06-05,NA,NA
4319,"Tournament Results Collected",2018-06-05,"Pertamina Indonesia President Invitational",2009-07-26
4320,"Tournament Results Collected",2018-06-05,"Brunei Open",2009-08-02
4321,"Tournament Results Collected",2018-06-05,"Worldwide Holdings Selangor Masters",2009-08-09
4322,"Tournament ID Not Valid",2018-06-05,NA,NA
4323,"Tournament Results Collected",2018-06-05,"Asia-Pacific Panasonic Open",2009-09-27
4324,"Tournament Results Collected",2018-06-05,"Mercuries Taiwan Masters",2009-10-04
4325,"Tournament Results Collected",2018-06-05,"Hero Honda Indian Open",2009-10-11
4326,"Tournament Results Collected",2018-06-05,"Midea China Classic",2009-10-18
4327,"Tournament ID Not Valid",2018-06-05,NA,NA
4328,"Tournament Results Collected",2018-06-05,"Barclays Singapore Open",2009-11-01
4329,"Tournament ID Not Valid",2018-06-05,NA,NA
4330,"Tournament ID Not Valid",2018-06-05,NA,NA
4331,"Tournament Results Collected",2018-06-05,"Token Homemate Cup ",2009-04-19
4332,"Tournament Results Collected",2018-06-05,"Tsuruya Open ",2009-04-26
4333,"Tournament Results Collected",2018-06-05,"The Crowns ",2009-05-03
4334,"Tournament ID Not Valid",2018-06-05,NA,NA
4335,"Tournament Results Collected",2018-06-05,"Mitsubishi Diamond Cup Golf ",2009-05-31
4336,"Tournament Results Collected",2018-06-05,"UBS Japan Golf Tour Championship ShishidoHills ",2009-06-07
4337,"Tournament Results Collected",2018-06-05,"Japan PGA Championship ",2009-06-14
4338,"Tournament Results Collected",2018-06-05,"Gate Way To The Open Mizuno Open Yomiuri Classic ",2009-06-28
4339,"Tournament Results Collected",2018-06-05,"Nagashima Shigeo INVITATIONAL SEGA SAMMY Cup ",2009-07-26
4340,"Tournament Results Collected",2018-06-05,"Sun Chlorella Classic ",2009-08-02
4341,"Tournament Results Collected",2018-06-05,"Kansai Open Golf Championship ",2009-08-23
4342,"Tournament Results Collected",2018-06-05,"Vana H Cup KBC Augusta ",2009-08-30
4343,"Tournament Results Collected",2018-06-05,"Fujisankei Classic ",2009-09-06
4344,"Tournament Results Collected",2018-06-05,"ANA Open ",2009-09-20
4345,"Tournament Results Collected",2018-06-05,"Coca-Cola Tokai Classic ",2009-10-04
4346,"Tournament Results Collected",2018-06-05,"Canon Open ",2009-10-11
4347,"Tournament Results Collected",2018-06-05,"Japan Open Golf Championship ",2009-10-18
4348,"Tournament Results Collected",2018-06-05,"Bridgestone Open ",2009-10-25
4349,"Tournament Results Collected",2018-06-05,"Mynavi ABC Championship ",2009-11-01
4350,"Tournament Results Collected",2018-06-05,"The Championship by LEXUS ",2009-11-08
4351,"Tournament Results Collected",2018-06-05,"Mitsui Sumitomo VISA Taiheiyo Masters ",2009-11-15
4352,"Tournament Results Collected",2018-06-05,"Dunlop Phoenix ",2009-11-22
4353,"Tournament Results Collected",2018-06-05,"Casio World Open ",2009-11-29
4354,"Tournament Results Collected",2018-06-05,"Golf Nippon Series JT Cup ",2009-12-06
4355,"Tournament ID Not Valid",2018-06-05,NA,NA
4356,"Tournament ID Not Valid",2018-06-05,NA,NA
4357,"Tournament ID Not Valid",2018-06-05,NA,NA
4358,"Tournament Results Collected",2018-06-05,"Times Colonist Open ",2009-06-07
4359,"Tournament Results Collected",2018-06-05,"City of Surrey Invitational ",2009-06-14
4360,"Tournament Results Collected",2018-06-05,"ATB Financial Classic ",2009-06-28
4361,"Tournament Results Collected",2018-06-05,"TELUS Edmonton Open ",2009-07-05
4362,"Tournament Results Collected",2018-06-05,"Saskatchewan Open Pres. by Dakota Dunes Casino ",2009-07-12
4363,"Tournament Results Collected",2018-06-05,"Canadian Tour Players Cup ",2009-07-19
4364,"Tournament ID Not Valid",2018-06-05,NA,NA
4365,"Tournament Results Collected",2018-06-05,"Seaforth Country Classic ",2009-08-30
4366,"Tournament Results Collected",2018-06-05,"Canadian Tour Championship ",2009-09-06
4367,"Tournament Results Collected",2018-06-05,"Singha Thailand Open",2009-03-08
4368,"Tournament Results Collected",2018-06-05,"Corona Mazatlan Classic Mexican PGA Championship ",2009-04-26
4369,"Tournament ID Not Valid",2018-06-05,NA,NA
4370,"No Tournament Scores Available",2018-06-05,"Volvo World Match Play Championship",2009-11-01
4371,"Tournament Results Collected",2018-06-05,"Johnnie Walker Cambodian Open",2009-11-22
4372,"Tournament Results Collected",2018-06-05,"Roxul Jane Rogers Championship",2009-08-09
4373,"Tournament Results Collected",2018-06-05,"Desjardins Montreal Open pres. by Lexus",2009-08-23
4374,"Tournament Results Collected",2018-06-05,"Queen's Cup",2009-08-16
4375,"Tournament Results Collected",2018-06-05,"Mexico Open",2009-09-06
4376,"Tournament Results Collected",2018-06-05,"Kolon-Hana Bank Korea Open",2009-09-13
4377,"Tournament Results Collected",2018-06-05,"Macau Open",2009-09-13
4378,"Tournament Results Collected",2018-06-05,"Riviera Nayarit Classic",2009-10-04
4379,"Tournament Results Collected",2018-06-05,"Iberostar Riviera Maya Open",2009-09-27
4380,"Tournament Results Collected",2018-06-05,"JBWere Australian Masters",2009-11-15
4381,"Tournament Results Collected",2018-06-05,"MTC Namibia PGA Championship",2009-11-15
4382,"Tournament ID Not Valid",2018-06-05,NA,NA
4383,"Tournament Results Collected",2018-06-05,"Australian Open",2009-12-06
4384,"Tournament Results Collected",2018-06-05,"King's Cup",2009-12-06
4385,"Tournament Results Collected",2018-06-05,"Nedbank Challenge",2009-12-06
4386,"Tournament Results Collected",2018-06-05,"Australian PGA Championship",2009-12-13
4387,"Tournament Results Collected",2018-06-05,"Alfred Dunhill Championship",2009-12-13
4388,"Tournament Results Collected",2018-06-05,"South African Open",2009-12-20
4389,"Tournament Results Collected",2018-06-05,"Iskandar Johor Open",2009-10-25
4390,"Tournament ID Not Valid",2018-06-05,NA,NA
4391,"Tournament Results Collected",2018-06-05,"Chevron World Challenge",2009-12-06
4392,"Tournament Results Collected",2018-06-05,"Africa Open",2010-01-10
4393,"Tournament Results Collected",2018-06-05,"Joburg Open",2010-01-17
4394,"Tournament Results Collected",2018-06-05,"Dimension Data Pro-Am",2010-02-14
4395,"Tournament Results Collected",2018-06-05,"Telkom PGA Championship",2010-02-21
4396,"Tournament Results Collected",2018-06-05,"Vodacom Championship",2010-02-28
4397,"Tournament ID Not Valid",2018-06-05,NA,NA
4398,"Tournament ID Not Valid",2018-06-05,NA,NA
4399,"Tournament Results Collected",2018-06-05,"Michael Hill New Zealand Open",2010-01-31
4400,"Tournament Results Collected",2018-06-05,"Moonah Classic",2010-02-07
4401,"Tournament ID Not Valid",2018-06-05,NA,NA
4402,"Tournament Results Collected",2018-06-05,"Asian Tour International",2010-02-07
4403,"Tournament Results Collected",2018-06-05,"Avantha Masters",2010-02-14
4404,"Tournament ID Not Valid",2018-06-05,NA,NA
4405,"Tournament Results Collected",2018-06-05,"Maybank Malaysian Open",2010-03-07
4406,"Tournament ID Not Valid",2018-06-05,NA,NA
4407,"Tournament Results Collected",2018-06-05,"SAIL Open",2010-04-04
4408,"Tournament Results Collected",2018-06-05,"Ballantine's Championship",2010-04-25
4409,"Tournament ID Not Valid",2018-06-05,NA,NA
4410,"Tournament ID Not Valid",2018-06-05,NA,NA
4411,"Tournament Results Collected",2018-06-05,"Brunei Open",2010-08-01
4412,"Tournament Results Collected",2018-06-05,"Worldwide Holdings Selangor Masters",2010-08-08
4413,"Tournament ID Not Valid",2018-06-05,NA,NA
4414,"Tournament Results Collected",2018-06-05,"Omega European Masters",2010-09-05
4415,"Tournament ID Not Valid",2018-06-05,NA,NA
4416,"Tournament Results Collected",2018-06-05,"Mercuries Taiwan Masters",2010-10-03
4417,"Tournament ID Not Valid",2018-06-05,NA,NA
4418,"Tournament Results Collected",2018-06-05,"Iskandar Johor Open",2010-10-17
4419,"Tournament Results Collected",2018-06-05,"CIMB Asia Pacific Classic",2010-10-31
4420,"Tournament ID Not Valid",2018-06-05,NA,NA
4421,"Tournament Results Collected",2018-06-05,"Barclays Singapore Open",2010-11-14
4422,"Tournament Results Collected",2018-06-05,"UBS Hong Kong Open",2010-11-21
4423,"Tournament Results Collected",2018-06-05,"Kings Cup",2010-11-28
4424,"Tournament Results Collected",2018-06-05,"Hero Honda Indian Open",2010-12-05
4425,"Tournament Results Collected",2018-06-05,"Johnnie Walker Cambodian Open",2010-12-12
4426,"Tournament Results Collected",2018-06-05,"Black Mountain Masters",2010-12-19
4427,"Tournament ID Not Valid",2018-06-05,NA,NA
4428,"Tournament ID Not Valid",2018-06-05,NA,NA
4429,"Tournament Results Collected",2018-06-05,"Corona Mazatlan Mexican PGA Championship ",2010-04-18
4430,"Tournament Results Collected",2018-06-05,"Riviera Nayarit Classic Presented by IDN ",2010-04-25
4431,"Tournament ID Not Valid",2018-06-05,NA,NA
4432,"Tournament ID Not Valid",2018-06-05,NA,NA
4433,"Tournament Results Collected",2018-06-05,"Times Colonist Open ",2010-06-06
4434,"Tournament ID Not Valid",2018-06-05,NA,NA
4435,"Tournament ID Not Valid",2018-06-05,NA,NA
4436,"Tournament ID Not Valid",2018-06-05,NA,NA
4437,"Tournament Results Collected",2018-06-05,"ATB Financial Classic Presented by TELUS ",2010-07-04
4438,"Tournament Results Collected",2018-06-05,"Dakota Dunes Casino Open",2010-07-11
4439,"Tournament Results Collected",2018-06-05,"Ford Wayne Gretzky Championship Presented by Samsung",2010-07-11
4440,"Tournament Results Collected",2018-06-05,"The Players Cup ",2010-07-18
4441,"Tournament Results Collected",2018-06-05,"RBC Canadian Open",2010-07-25
4442,"Tournament ID Not Valid",2018-06-05,NA,NA
4443,"Tournament Results Collected",2018-06-05,"Jane Rogers Championship ",2010-08-15
4444,"Tournament Results Collected",2018-06-05,"The Economical Insurance Group Seaforth Country Classic",2010-08-22
4445,"Tournament Results Collected",2018-06-05,"Canadian Tour Championship ",2010-08-29
4446,"Tournament Results Collected",2018-06-05,"Token Homemate Cup ",2010-04-18
4447,"Tournament Results Collected",2018-06-05,"Tsuruya Open ",2010-04-25
4448,"Tournament Results Collected",2018-06-05,"The Crowns ",2010-05-02
4449,"Tournament Results Collected",2018-06-05,"Japan PGA Championship Nissin Cupnoodle Cup ",2010-05-16
4450,"Tournament Results Collected",2018-06-05,"Diamond Cup Golf ",2010-05-30
4451,"Tournament Results Collected",2018-06-05,"Japan Golf Tour Championship ShishidoHills ",2010-06-06
4452,"Tournament ID Not Valid",2018-06-05,NA,NA
4453,"Tournament Results Collected",2018-06-05,"Gate Way To The Open Mizuno Open Yomiuri Classic ",2010-06-27
4454,"Tournament Results Collected",2018-06-05,"TOSHIN GOLF TOURNAMENT IN LakeWood ",2010-07-04
4455,"Tournament Results Collected",2018-06-05,"The Championship by LEXUS ",2010-07-11
4456,"Tournament ID Not Valid",2018-06-05,NA,NA
4457,"Tournament Results Collected",2018-06-05,"Nagashima Shigeo INVITATIONAL SEGA SAMMY Cup ",2010-07-25
4458,"Tournament Results Collected",2018-06-05,"Sun Chlorella Classic ",2010-08-01
4459,"Tournament ID Not Valid",2018-06-05,NA,NA
4460,"Tournament ID Not Valid",2018-06-05,NA,NA
4461,"Tournament Results Collected",2018-06-05,"Kansai Open Golf Championship ",2010-08-22
4462,"Tournament Results Collected",2018-06-05,"Vana H Cup KBC Augusta ",2010-08-29
4463,"Tournament Results Collected",2018-06-05,"Fujisankei Classic ",2010-09-05
4464,"Tournament Results Collected",2018-06-05,"ANA Open ",2010-09-19
4465,"Tournament Results Collected",2018-06-05,"Asia-Pacific Panasonic Open ",2010-09-26
4466,"Tournament Results Collected",2018-06-05,"Coca-Cola Tokai Classic ",2010-10-03
4467,"Tournament Results Collected",2018-06-05,"Canon Open ",2010-10-10
4468,"Tournament Results Collected",2018-06-05,"Japan Open Golf Championship ",2010-10-17
4469,"Tournament Results Collected",2018-06-05,"Bridgestone Open ",2010-10-24
4470,"Tournament Results Collected",2018-06-05,"Mynavi ABC Championship ",2010-10-31
4471,"Tournament Results Collected",2018-06-05,"Mitsui Sumitomo VISA Taiheiyo Masters ",2010-11-14
4472,"Tournament Results Collected",2018-06-05,"Dunlop Phoenix ",2010-11-21
4473,"Tournament Results Collected",2018-06-05,"Casio World Open ",2010-11-28
4474,"Tournament Results Collected",2018-06-05,"Golf Nippon Series JT Cup ",2010-12-05
4475,"Tournament Results Collected",2018-06-05,"Panama CLARO Championship",2010-02-28
4476,"Tournament ID Not Valid",2018-06-05,NA,NA
