Event_ID,Round_Num,Player_ID
6628,1,21026
6628,1,20690
6628,1,10035
6628,1,21450
6628,1,23529
6628,1,23150
6628,1,21615
6628,1,18175
6571,2,15151
6528,2,12899
6528,2,23079
5331,1,7751
5780,1,5428
