"Rank","Player_Name","Player_Value","Player_ID","Num_Rounds","Sum_Primary","Sum_Weight","Primary_Ratio","Primary_Player","Country","Tour","Num_Rounds_Yr","Sum_Primary_Yr","Sum_Weight_Yr","Primary_Ratio_Yr","Primary_Player_Yr","Tour_Yr"
1,"Dustin Johnson",-2.74063013118358,"12422",252,53.3929396432027,53.3929396432027,1,1,"USA","PGA Tour",82,39.9887276542668,39.9887276542668,1,1,"PGA Tour"
2,"Justin Rose",-2.42459505540451,"6093",256,54.4947733302789,55.9587266273528,0.973838695315158,1,"ENG","PGA Tour",98,45.3842658609261,46.8482191580001,0.968751143087496,1,"PGA Tour"
3,"Justin Thomas",-2.21748837875578,"14139",269,56.0050476239477,56.2709635453767,0.995274367014978,1,"USA","PGA Tour",90,42.9311746443282,42.9311746443282,1,1,"PGA Tour"
4,"Jason Day",-2.13367548697468,"9771",209,44.9312433952394,46.2673540427398,0.971121956828002,1,"AUS","PGA Tour",74,33.2280813122423,34.5641919597427,0.961344079761605,1,"PGA Tour"
5,"Rickie Fowler",-2.01730701511116,"12965",269,61.4038774967643,61.4038774967643,1,1,"USA","PGA Tour",90,46.4844467883119,46.4844467883119,1,1,"PGA Tour"
6,"Rory McIlroy",-1.99263915886476,"10091",231,54.7661508796535,54.7661508796535,1,1,"NIR","PGA Tour",83,42.8521576330657,42.8521576330657,1,1,"PGA Tour"
7,"Jon Rahm",-1.97973682892297,"19195",191,54.5812945462922,54.5812945462922,1,1,"ESP","PGA Tour",90,41.4915853854188,41.4915853854188,1,1,"PGA Tour"
8,"Francesco Molinari",-1.88414542657453,"7655",264,62.295815631043,62.295815631043,1,1,"ITA","PGA Tour",94,48.0010497931902,48.0010497931902,1,1,"PGA Tour"
9,"Paul Casey",-1.87917614526502,"7108",262,56.3103615891735,56.3103615891735,1,1,"ENG","PGA Tour",86,42.0532126780789,42.0532126780789,1,1,"PGA Tour"
10,"Tiger Woods",-1.87812230634678,"5321",64,34.5917561558442,34.5917561558442,1,1,"USA","PGA Tour",48,30.0743071884262,30.0743071884262,1,0,"PGA Tour"
11,"Patrick Cantlay",-1.80407629148966,"15466",108,45.3287302298822,45.3287302298822,1,1,"USA","PGA Tour",76,37.5446511914368,37.5446511914368,1,1,"PGA Tour"
12,"Henrik Stenson",-1.80378652117791,"5994",246,50.9163654738397,50.9163654738397,1,1,"SWE","PGA Tour",78,37.3494946089134,37.3494946089134,1,1,"PGA Tour"
