"Rank","Player_Name","Player_Value","Player_ID","Num_Rounds","Sum_Primary","Sum_Weight","Primary_Ratio","Primary_Player","Country","Tour","Num_Rounds_Yr","Sum_Primary_Yr","Sum_Weight_Yr","Primary_Ratio_Yr","Primary_Player_Yr","Tour_Yr"
1,"Rory McIlroy",-2.28253920443525,"10091",249,44.7064492498084,51.3496444060579,0.87062821499372,1,"NIR","PGA Tour",88,34.5693506620498,41.2125458182993,0.838806484182306,1,"PGA Tour"
2,"Jon Rahm",-2.19195922948954,"19195",274,48.5027021808862,56.7441632904317,0.85476107793918,1,"ESP","PGA Tour",87,36.7264945571637,44.9679556667092,0.816725910988059,1,"PGA Tour"
3,"Justin Thomas",-1.88249996190964,"14139",253,50.7105095603361,50.7105095603361,1,1,"USA","PGA Tour",80,39.6044147447669,39.6044147447669,1,1,"PGA Tour"
4,"Webb Simpson",-1.55837971081329,"11049",258,46.5697543049994,46.5697543049994,1,1,"USA","PGA Tour",82,36.8585460559017,36.8585460559017,1,1,"PGA Tour"
5,"Hideki Matsuyama",-1.50628953185319,"13562",275,58.2913126866411,61.2542652797343,0.95162863223382,1,"JPN","PGA Tour",101,47.507318077036,49.4658269094178,0.960406831245978,1,"PGA Tour"
6,"Patrick Cantlay",-1.47249476217024,"15466",228,43.2114845196183,46.5433725393343,0.928413266208842,1,"USA","PGA Tour",74,33.0983407219301,36.4302287416461,0.908540568236755,1,"PGA Tour"
7,"Tommy Fleetwood",-1.44716347183614,"12294",316,48.4413418400842,64.3843658753968,0.752377400653954,1,"ENG","PGA Tour",100,30.8423511383378,46.7853751736504,0.659230604090747,1,"PGA Tour"
8,"Xander Schauffele",-1.44601797998874,"19895",275,49.9553469156847,51.9298799008334,0.961976939116376,1,"USA","PGA Tour",76,37.5533460286134,39.4212448496309,0.952616949866945,1,"PGA Tour"
9,"Dustin Johnson",-1.32336422255825,"12422",236,42.0082149039407,45.5493861439407,0.922256444273266,1,"USA","PGA Tour",70,30.7721148266298,34.3132860666298,0.896798830834105,1,"PGA Tour"
10,"Adam Scott",-1.28216344971601,"6430",225,38.4634634276637,45.4895934714923,0.84554423313913,1,"AUS","PGA Tour",74,29.8524226787148,36.4322548069524,0.819395418617298,1,"PGA Tour"
11,"Patrick Reed",-1.22916546563704,"14838",336,57.7611850794105,70.378923789136,0.820717083604038,1,"USA","PGA Tour",116,44.4340841517079,57.0518228614334,0.778837238200587,1,"PGA Tour"
12,"Tiger Woods",-1.22882313392069,"5321",128,27.1829944319131,27.1829944319131,1,1,"USA","PGA Tour",40,19.6917895268863,19.6917895268863,1,0,"PGA Tour"
13,"Rickie Fowler",-1.16768341831995,"12965",250,43.791906302861,43.791906302861,1,1,"USA","PGA Tour",76,32.2224864469475,32.2224864469475,1,1,"PGA Tour"
14,"Bryson DeChambeau",-1.14062323789961,"19841",276,48.1193689577169,53.2202490703749,0.904155275449521,1,"USA","PGA Tour",84,36.1541913028523,41.2550714155103,0.876357501329151,1,"PGA Tour"
15,"Gary Woodland",-1.13128250462636,"12577",272,52.6175995947203,54.5761084271022,0.964114172138202,1,"USA","PGA Tour",79,36.6190187685904,38.5775276009722,0.94923187269439,1,"PGA Tour"
16,"Justin Rose",-1.04817352797873,"6093",270,38.4845098313923,53.79929134182,0.715334884002031,1,"ENG","PGA Tour",88,26.9570255366055,41.5643006981287,0.648561989106655,1,"PGA Tour"
17,"Collin Morikawa",-1.04286564160171,"22085",79,41.6121021368833,43.5706109692652,0.955049773486918,1,"USA","PGA Tour",75,41.4331335180553,43.3916423504371,0.954864376495256,1,"PGA Tour"
18,"Tony Finau",-1.00617583199197,"11676",306,55.2636231293707,62.5274045549023,0.883830434395313,1,"USA","PGA Tour",100,42.6684109064282,49.9321923319597,0.854527087910733,1,"PGA Tour"
19,"Matt Kuchar",-1.00200049896582,"6169",299,54.9103024910653,59.7430572702762,0.919107675435028,1,"USA","PGA Tour",90,43.1579154981851,47.4237529284099,0.910048505931946,1,"PGA Tour"
20,"Brooks Koepka",-0.995565217448362,"16243",238,35.2866411086247,42.7860506520552,0.82472302469753,1,"USA","PGA Tour",72,23.6705478976422,30.5436071573582,0.774975521905237,1,"PGA Tour"
21,"Paul Casey",-0.982887376855447,"7108",264,47.4740534506104,58.4851103280808,0.811728885938622,1,"ENG","PGA Tour",90,37.2747810660824,47.6022087841455,0.783047300076068,1,"PGA Tour"
22,"Louis Oosthuizen",-0.9566574855433,"7672",240,37.7002681045066,55.7590083830727,0.676128740409086,1,"RSA","PGA Tour",90,26.3549667524382,44.2734415644501,0.59527711921994,1,"PGA Tour"
23,"Sungjae Im",-0.897322862982306,"17488",374,66.8068518549871,77.0629192406244,0.866913069389269,1,"KOR","PGA Tour",127,56.2176745902179,58.3928519619249,0.962749252714608,1,"PGA Tour"
24,"Jason Day",-0.878450539441235,"9771",212,37.4918756317971,37.6018077597674,0.997076413754555,1,"AUS","PGA Tour",64,28.826276423066,28.826276423066,1,0,"PGA Tour"
25,"Tyrrell Hatton",-0.812952693188502,"14796",252,34.6859156636597,44.9686899767829,0.771334803872824,1,"ENG","European Tour",80,24.0742397413737,34.357014054497,0.700708149526244,1,"PGA Tour"
26,"Billy Horschel",-0.776074922426897,"11276",272,57.2709517366875,59.2561773940555,0.966497574688861,1,"USA","PGA Tour",97,42.6452956892575,44.6305213466254,0.955518654107812,1,"PGA Tour"
27,"Marc Leishman",-0.743895739580001,"7649",266,46.6874133398953,49.462782783877,0.943889743201298,1,"AUS","PGA Tour",76,35.2194852395875,37.9948546835692,0.926954071357932,1,"PGA Tour"
28,"Abraham Ancer",-0.741341026855538,"18238",305,54.7288194820337,62.5942669031206,0.874342366957336,1,"MEX","PGA Tour",100,43.9024778882545,50.2190185722363,0.874220148788932,1,"PGA Tour"
29,"Byeong Hun An",-0.740767124263926,"14459",294,57.5322466019037,58.4470670572777,0.984347880887205,1,"KOR","PGA Tour",93,43.0735715811709,43.0735715811709,1,1,"PGA Tour"
30,"Daniel Berger",-0.711978207851315,"17606",246,48.6201463848005,50.4320082411875,0.964073176548476,1,"USA","PGA Tour",88,37.1532112140672,38.9650730704542,0.953500360358343,1,"PGA Tour"
31,"Shane Lowry",-0.703608852055684,"13900",267,35.9701583642624,58.0319395519986,0.619833812930411,1,"IRL","PGA Tour",82,20.9309003598156,42.9926815475519,0.486847984503249,0,"European Tour(3)"
32,"Viktor Hovland",-0.697524144361068,"18841",86,30.1407338662261,41.2088425772052,0.731414230083194,1,"NOR","PGA Tour",74,27.3766666209765,37.9250592123723,0.721862198491846,1,"PGA Tour"
33,"Matthew Fitzpatrick",-0.68950704501517,"17646",298,45.5109654039267,64.3127959703536,0.707650238451862,1,"ENG","European Tour",106,34.67774794819,52.7959493552096,0.656825918876449,1,"PGA Tour"
34,"Scottie Scheffler",-0.680138993047553,"18417",142,33.76991709973,55.3820720241103,0.609762615689576,1,"USA","PGA Tour",110,32.9038679499494,51.4528923056134,0.639495011369063,1,"PGA Tour"
35,"Henrik Stenson",-0.670249850372784,"5994",242,30.8645806871342,48.8892071935514,0.631316858237073,1,"SWE","PGA Tour",88,22.8120693992617,40.2496402855352,0.566764553358253,1,"PGA Tour"
