"Rank","Player_Name","Player_Value","Player_ID","Num_Rounds","Sum_Primary","Sum_Weight","Primary_Ratio","Primary_Player","Country","Tour","Num_Rounds_Yr","Sum_Primary_Yr","Sum_Weight_Yr","Primary_Ratio_Yr","Primary_Player_Yr","Tour_Yr"
1,"Dustin Johnson",-2.68960433403193,"12422",248,50.9205563331986,50.9205563331986,1,1,"USA","PGA Tour",82,38.0462032737367,38.0462032737367,1,1,"PGA Tour"
2,"Justin Rose",-2.42760862931582,"6093",260,56.2147288887143,57.7239590918833,0.973854353947437,1,"ENG","PGA Tour",98,46.7879029494084,48.2971331525774,0.968751143087496,1,"PGA Tour"
3,"Jason Day",-2.08493236264689,"9771",205,42.197158139422,43.5745917966389,0.96838906343299,1,"AUS","PGA Tour",74,34.2557539301467,35.6331875873636,0.961344079761605,1,"PGA Tour"
4,"Justin Thomas",-2.03328494682598,"14139",269,53.6480013564141,53.9221414815987,0.994916000780902,1,"USA","PGA Tour",90,44.2589429322971,44.2589429322971,1,1,"PGA Tour"
5,"Rickie Fowler",-2.01095020436522,"12965",269,59.2138053490085,59.2138053490085,1,1,"USA","PGA Tour",90,47.9221100910432,47.9221100910432,1,1,"PGA Tour"
6,"Tiger Woods",-2.00598341243363,"5321",64,31.5724431418744,31.5724431418744,1,1,"USA","PGA Tour",48,31.0044404004394,31.0044404004394,1,0,"PGA Tour"
7,"Jon Rahm",-1.97245417370778,"19195",187,52.1456644807136,52.1456644807136,1,1,"ESP","PGA Tour",90,42.7748302942462,42.7748302942462,1,1,"PGA Tour"
8,"Francesco Molinari",-1.97238396996898,"7655",260,60.0987790010753,60.0987790010753,1,1,"ITA","PGA Tour",94,49.485618343495,49.485618343495,1,1,"PGA Tour"
9,"Paul Casey",-1.95827165722491,"7108",258,53.9282078238902,53.9282078238902,1,1,"ENG","PGA Tour",82,39.3538275031741,39.3538275031741,1,1,"PGA Tour"
10,"Rory McIlroy",-1.92527125546795,"10091",227,52.3362380202613,52.3362380202613,1,1,"NIR","PGA Tour",83,44.177482095944,44.177482095944,1,1,"PGA Tour"
11,"Henrik Stenson",-1.90755100793029,"5994",242,48.3673870864327,48.3673870864327,1,1,"SWE","PGA Tour",78,38.5046336174365,38.5046336174365,1,1,"PGA Tour"
12,"Jordan Spieth",-1.87659205739326,"14636",262,52.9468106613801,54.732647066219,0.967371641962096,1,"USA","PGA Tour",88,42.7253673864626,44.1028010436794,0.968767660451937,1,"PGA Tour"
13,"Patrick Cantlay",-1.6986020491953,"15466",104,42.6069383813219,42.6069383813219,1,1,"USA","PGA Tour",80,39.526536817211,39.526536817211,1,1,"PGA Tour"
14,"Tommy Fleetwood",-1.64822719281988,"12294",289,65.8145369620106,65.8145369620106,1,1,"ENG","European Tour",98,49.6302898795003,49.6302898795003,1,1,"European Tour"
15,"Patrick Reed",-1.62466074006238,"14838",340,68.81937971604,68.81937971604,1,1,"USA","PGA Tour",104,50.2057224613716,50.2057224613716,1,1,"PGA Tour"
16,"Brooks Koepka",-1.61729391825643,"16243",236,44.4562261856799,46.0664769583648,0.965045063590596,1,"USA","PGA Tour",68,32.5134068040646,33.8495174515649,0.960527926301691,1,"PGA Tour"
17,"Tony Finau",-1.6095779993766,"11676",295,62.9171947110404,62.9734421546011,0.999106806907225,1,"USA","PGA Tour",94,46.1347770042468,46.1347770042468,1,1,"PGA Tour"
18,"Alex Noren",-1.57351544562794,"10419",228,54.2650812883587,54.2650812883587,1,1,"SWE","European Tour",86,44.1327193345805,44.1327193345805,1,1,"PGA Tour"
19,"Webb Simpson",-1.5555624616975,"11049",259,55.222856539424,55.222856539424,1,1,"USA","PGA Tour",86,43.5423467405741,43.5423467405741,1,1,"PGA Tour"
20,"Hideki Matsuyama",-1.45596872296202,"13562",249,43.7575830783383,45.651270544134,0.958518406098577,1,"JPN","PGA Tour",75,33.9028058265876,35.238916474088,0.96208423012998,1,"PGA Tour"
21,"Branden Grace",-1.4093113761544,"11952",279,54.4906892080236,54.7261026613292,0.995698333302438,1,"RSA","PGA Tour",90,43.1820420600117,43.1820420600117,1,1,"PGA Tour"
22,"Phil Mickelson",-1.3843880209025,"1547",243,56.2010271716192,56.2010271716192,1,1,"USA","PGA Tour",85,45.6894067334956,45.6894067334956,1,1,"PGA Tour"
23,"Marc Leishman",-1.38238269260302,"7649",266,58.4386198526742,58.4676133802828,0.999504109609878,1,"AUS","PGA Tour",92,46.5459232148706,46.5459232148706,1,1,"PGA Tour"
24,"Bryson DeChambeau",-1.34501822595322,"19841",234,61.2230793042669,61.7775656254579,0.991024471172064,1,"USA","PGA Tour",90,46.7283532857864,46.7283532857864,1,1,"PGA Tour"
25,"Zach Johnson",-1.31353642902799,"6986",262,57.7741400875758,57.7741400875758,1,1,"USA","PGA Tour",87,46.4593778939837,46.4593778939837,1,1,"PGA Tour"
26,"Ryan Moore",-1.30875708614266,"7489",243,54.0557740100732,54.0557740100732,1,1,"USA","PGA Tour",84,44.5193407435401,44.5193407435401,1,1,"PGA Tour"
27,"Emiliano Grillo",-1.2738537575703,"12808",301,58.8455557260894,59.4160274502117,0.990398689569066,1,"ARG","PGA Tour",96,47.2998124353792,47.2998124353792,1,1,"PGA Tour"
28,"Matt Kuchar",-1.24701131580534,"6169",310,64.8790400258605,65.5187661943031,0.990235985724375,1,"USA","PGA Tour",104,50.2060991026105,50.7975236774088,0.988357216415624,1,"PGA Tour"
