"Rank","Player_Name","Player_Value","Player_ID","Num_Rounds","Sum_Primary","Sum_Weight","Primary_Ratio","Primary_Player","Country","Tour","Num_Rounds_Yr","Sum_Primary_Yr","Sum_Weight_Yr","Primary_Ratio_Yr","Primary_Player_Yr","Tour_Yr"
1,"Dustin Johnson",-2.5939514673799,"12422",244,48.3717075599986,48.3717075599986,1,1,"USA","PGA Tour",84,38.0436008195819,38.0436008195819,1,1,"PGA Tour"
2,"Justin Rose",-2.44326968102071,"6093",260,57.9533287512518,59.5092361771993,0.973854353947437,1,"ENG","PGA Tour",98,45.055662340893,46.6115697668404,0.966619716226456,1,"PGA Tour"
3,"Jason Day",-2.10388090122375,"9771",209,43.5367750837072,44.956809781869,0.968413357063106,1,"AUS","PGA Tour",74,32.1359210839221,33.5559557820839,0.957681589897674,1,"PGA Tour"
4,"Justin Thomas",-2.05093399432407,"14139",269,55.3072178932104,55.5898365789677,0.994916000780902,1,"USA","PGA Tour",90,44.0381316421918,44.0381316421918,1,1,"PGA Tour"
5,"Rickie Fowler",-2.02747544342134,"12965",269,61.045160153617,61.045160153617,1,1,"USA","PGA Tour",90,46.2249480539185,46.2249480539185,1,1,"PGA Tour"
6,"Tiger Woods",-2.02132990887884,"5321",64,32.5489104555406,32.5489104555406,1,1,"USA","PGA Tour",44,27.9633406190096,27.9633406190096,1,0,"PGA Tour"
7,"Paul Casey",-2.01615579027346,"7108",254,51.4723791998868,51.4723791998868,1,1,"ENG","PGA Tour",82,37.3916670354968,37.3916670354968,1,1,"PGA Tour"
8,"Jon Rahm",-1.98660583488732,"19195",187,53.7584169904264,53.7584169904264,1,1,"ESP","PGA Tour",92,42.918474036602,42.918474036602,1,1,"PGA Tour"
9,"Francesco Molinari",-1.98547636640643,"7655",260,61.9575041248199,61.9575041248199,1,1,"ITA","PGA Tour",92,47.4264568083752,47.4264568083752,1,1,"PGA Tour"
10,"Rory McIlroy",-1.93850020151777,"10091",227,53.9548845569704,53.9548845569704,1,1,"NIR","PGA Tour",83,42.3645068218575,42.3645068218575,1,1,"PGA Tour"
